sp|P32241|VIPR1_HUMAN,Vasoactive intestinal polypeptide receptor 1 OS=Homo sapiens OX=9606 GN=VIPR1 PE=1 SV=1,9606
tr|A0A2R8ZIZ6|A0A2R8ZIZ6_PANPA,Vasoactive intestinal peptide receptor 1 OS=Pan paniscus OX=9597 GN=VIPR1 PE=3 SV=1,9597
tr|A0A2I3T1V9|A0A2I3T1V9_PANTR,VIPR1 isoform 4 OS=Pan troglodytes OX=9598 GN=VIPR1 PE=3 SV=1,9598
tr|H2PB26|H2PB26_PONAB,Vasoactive intestinal peptide receptor 1 OS=Pongo abelii OX=9601 GN=VIPR1 PE=3 SV=2,9601
tr|G3QNP3|G3QNP3_GORGO,Vasoactive intestinal peptide receptor 1 OS=Gorilla gorilla gorilla OX=9595 PE=3 SV=2,9595
tr|G7NY72|G7NY72_MACFA,Uncharacterized protein OS=Macaca fascicularis OX=9541 GN=EGM_10755 PE=3 SV=1,9541
tr|A0A2K6DYJ7|A0A2K6DYJ7_MACNE,Vasoactive intestinal peptide receptor 1 OS=Macaca nemestrina OX=9545 GN=VIPR1 PE=3 SV=1,9545
tr|A0A096MT91|A0A096MT91_PAPAN,Vasoactive intestinal peptide receptor 1 OS=Papio anubis OX=9555 GN=VIPR1 PE=3 SV=1,9555
tr|A0A1D5R219|A0A1D5R219_MACMU,Vasoactive intestinal peptide receptor 1 OS=Macaca mulatta OX=9544 GN=VIPR1 PE=2 SV=1,9544
tr|A0A2K5N7R1|A0A2K5N7R1_CERAT,Vasoactive intestinal peptide receptor 1 OS=Cercocebus atys OX=9531 GN=VIPR1 PE=3 SV=1,9531
tr|A0A2K5XM83|A0A2K5XM83_MANLE,Vasoactive intestinal peptide receptor 1 OS=Mandrillus leucophaeus OX=9568 GN=VIPR1 PE=3 SV=1,9568
tr|A0A0D9RW55|A0A0D9RW55_CHLSB,Vasoactive intestinal peptide receptor 1 OS=Chlorocebus sabaeus OX=60711 GN=VIPR1 PE=3 SV=1,60711
tr|A0A2I3GHM4|A0A2I3GHM4_NOMLE,Vasoactive intestinal peptide receptor 1 OS=Nomascus leucogenys OX=61853 GN=VIPR1 PE=3 SV=1,61853
tr|A0A2R8MXQ7|A0A2R8MXQ7_CALJA,Vasoactive intestinal peptide receptor 1 OS=Callithrix jacchus OX=9483 GN=VIPR1 PE=3 SV=1,9483
tr|H0WNJ3|H0WNJ3_OTOGA,Vasoactive intestinal peptide receptor 1 OS=Otolemur garnettii OX=30611 GN=VIPR1 PE=3 SV=1,30611
tr|A0A1U7U3B6|A0A1U7U3B6_TARSY,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Tarsius syrichta OX=1868482 GN=VIPR1 PE=3 SV=1,1868482
tr|I3MQT5|I3MQT5_ICTTR,Vasoactive intestinal peptide receptor 1 OS=Ictidomys tridecemlineatus OX=43179 GN=VIPR1 PE=3 SV=2,43179
tr|G5ALX6|G5ALX6_HETGA,Vasoactive intestinal polypeptide receptor 1 (Fragment) OS=Heterocephalus glaber OX=10181 GN=GW7_09175 PE=3 SV=1,10181
tr|A0A286XMQ0|A0A286XMQ0_CAVPO,Vasoactive intestinal peptide receptor 1 OS=Cavia porcellus OX=10141 GN=VIPR1 PE=3 SV=1,10141
tr|A0A1S3GA39|A0A1S3GA39_DIPOR,vasoactive intestinal polypeptide receptor 1 OS=Dipodomys ordii OX=10020 GN=Vipr1 PE=3 SV=1,10020
tr|A0A1U7QWB5|A0A1U7QWB5_MESAU,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Mesocricetus auratus OX=10036 GN=Vipr1 PE=3 SV=1,10036
tr|G3H989|G3H989_CRIGR,Vasoactive intestinal polypeptide receptor 1 OS=Cricetulus griseus OX=10029 GN=I79_006955 PE=3 SV=1,10029
sp|P30083|VIPR1_RAT,Vasoactive intestinal polypeptide receptor 1 OS=Rattus norvegicus OX=10116 GN=Vipr1 PE=2 SV=1,10116
sp|P97751|VIPR1_MOUSE,Vasoactive intestinal polypeptide receptor 1 OS=Mus musculus OX=10090 GN=Vipr1 PE=1 SV=3,10090
tr|G1T4R1|G1T4R1_RABIT,Vasoactive intestinal peptide receptor 1 OS=Oryctolagus cuniculus OX=9986 GN=VIPR1 PE=3 SV=1,9986
tr|F6WB59|F6WB59_HORSE,Vasoactive intestinal peptide receptor 1 OS=Equus caballus OX=9796 GN=VIPR1 PE=3 SV=1,9796
tr|L5KH59|L5KH59_PTEAL,Vasoactive intestinal polypeptide receptor 1 (Fragment) OS=Pteropus alecto OX=9402 GN=PAL_GLEAN10007763 PE=3 SV=1,9402
tr|G1P592|G1P592_MYOLU,Vasoactive intestinal peptide receptor 1 OS=Myotis lucifugus OX=59463 GN=VIPR1 PE=3 SV=1,59463
tr|A0A287BT69|A0A287BT69_PIG,Vasoactive intestinal polypeptide receptor 1 OS=Sus scrofa OX=9823 GN=VIPR1 PE=3 SV=1,9823
tr|F1MF07|F1MF07_BOVIN,Vasoactive intestinal peptide receptor 1 OS=Bos taurus OX=9913 GN=VIPR1 PE=3 SV=2,9913
tr|W5NZL6|W5NZL6_SHEEP,Vasoactive intestinal peptide receptor 1 OS=Ovis aries OX=9940 GN=VIPR1 PE=3 SV=1,9940
tr|A0A384B1Q4|A0A384B1Q4_BALAS,vasoactive intestinal polypeptide receptor 1 OS=Balaenoptera acutorostrata scammoni OX=310752 GN=VIPR1 PE=3 SV=1,310752
tr|A0A2Y9ERA3|A0A2Y9ERA3_PHYCD,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Physeter catodon OX=9755 GN=VIPR1 PE=3 SV=1,9755
tr|A0A2Y9LIS0|A0A2Y9LIS0_DELLE,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Delphinapterus leucas OX=9749 GN=VIPR1 PE=3 SV=1,9749
tr|A0A2U4CAU1|A0A2U4CAU1_TURTR,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Tursiops truncatus OX=9739 GN=VIPR1 PE=3 SV=1,9739
tr|A0A1S3W4N3|A0A1S3W4N3_ERIEU,vasoactive intestinal polypeptide receptor 1 isoform X2 OS=Erinaceus europaeus OX=9365 GN=VIPR1 PE=3 SV=1,9365
tr|A0A337SUD5|A0A337SUD5_FELCA,Vasoactive intestinal peptide receptor 1 OS=Felis catus OX=9685 GN=VIPR1 PE=3 SV=1,9685
tr|E2RGU8|E2RGU8_CANLF,Vasoactive intestinal peptide receptor 1 OS=Canis lupus familiaris OX=9615 GN=VIPR1 PE=3 SV=2,9615
tr|A0A2U3YWB0|A0A2U3YWB0_LEPWE,vasoactive intestinal polypeptide receptor 1 isoform X2 OS=Leptonychotes weddellii OX=9713 GN=VIPR1 PE=3 SV=1,9713
tr|A0A2U3WX81|A0A2U3WX81_ODORO,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Odobenus rosmarus divergens OX=9708 GN=VIPR1 PE=3 SV=1,9708
tr|A0A384DM64|A0A384DM64_URSMA,vasoactive intestinal polypeptide receptor 1 OS=Ursus maritimus OX=29073 GN=VIPR1 PE=3 SV=1,29073
tr|G1M1N0|G1M1N0_AILME,Uncharacterized protein OS=Ailuropoda melanoleuca OX=9646 PE=3 SV=1,9646
tr|A0A2Y9KVU2|A0A2Y9KVU2_ENHLU,vasoactive intestinal polypeptide receptor 1 OS=Enhydra lutris kenyoni OX=391180 GN=LOC111159123 PE=3 SV=1,391180
tr|M3YK47|M3YK47_MUSPF,Vasoactive intestinal peptide receptor 1 OS=Mustela putorius furo OX=9669 GN=VIPR1 PE=3 SV=1,9669
tr|A0A2Y9D640|A0A2Y9D640_TRIMA,vasoactive intestinal polypeptide receptor 1 isoform X1 OS=Trichechus manatus latirostris OX=127582 GN=LOC101353956 PE=3 SV=1,127582
tr|G3T899|G3T899_LOXAF,Vasoactive intestinal peptide receptor 1 OS=Loxodonta africana OX=9785 GN=VIPR1 PE=3 SV=1,9785
tr|G3W7S7|G3W7S7_SARHA,Uncharacterized protein OS=Sarcophilus harrisii OX=9305 GN=VIPR1 PE=3 SV=1,9305
tr|F7BIH5|F7BIH5_MONDO,Uncharacterized protein OS=Monodelphis domestica OX=13616 GN=VIPR1 PE=3 SV=2,13616
tr|W5MTN5|W5MTN5_LEPOC,Vasoactive intestinal peptide receptor 1b OS=Lepisosteus oculatus OX=7918 PE=3 SV=1,7918
tr|A0A0P7WAR0|A0A0P7WAR0_9TELE,Uncharacterized protein (Fragment) OS=Scleropages formosus OX=113540 GN=Z043_121970 PE=4 SV=1,113540
tr|F1R383|F1R383_DANRE,Vasoactive intestinal peptide receptor 1b OS=Danio rerio OX=7955 GN=vipr1b PE=3 SV=1,7955
tr|A0A2D0PRL7|A0A2D0PRL7_ICTPU,vasoactive intestinal polypeptide receptor-like OS=Ictalurus punctatus OX=7998 GN=LOC108256372 PE=3 SV=1,7998
tr|A0A3B1KJZ2|A0A3B1KJZ2_ASTMX,Vasoactive intestinal peptide receptor 1b OS=Astyanax mexicanus OX=7994 PE=3 SV=1,7994
tr|A0A1S3QBH5|A0A1S3QBH5_SALSA,vasoactive intestinal polypeptide receptor-like OS=Salmo salar OX=8030 GN=LOC106590716 PE=3 SV=1,8030
