sp|P43220|GLP1R_HUMAN,Glucagon-like peptide 1 receptor OS=Homo sapiens OX=9606 GN=GLP1R PE=1 SV=2,9606
tr|H2QSY0|H2QSY0_PANTR,GLP1R isoform 1 OS=Pan troglodytes OX=9598 GN=GLP1R PE=3 SV=1,9598
tr|G3RF24|G3RF24_GORGO,Glucagon like peptide 1 receptor OS=Gorilla gorilla gorilla OX=9595 PE=3 SV=2,9595
tr|A0A2R9AQ36|A0A2R9AQ36_PANPA,Glucagon like peptide 1 receptor OS=Pan paniscus OX=9597 GN=GLP1R PE=3 SV=1,9597
tr|H2PIX8|H2PIX8_PONAB,GLP1R isoform 1 OS=Pongo abelii OX=9601 GN=GLP1R PE=3 SV=1,9601
tr|A0A2K5ZYN4|A0A2K5ZYN4_MANLE,Glucagon like peptide 1 receptor OS=Mandrillus leucophaeus OX=9568 GN=GLP1R PE=3 SV=1,9568
tr|A0A2K5P7D9|A0A2K5P7D9_CERAT,Glucagon like peptide 1 receptor OS=Cercocebus atys OX=9531 GN=GLP1R PE=3 SV=1,9531
tr|A0A096NHY6|A0A096NHY6_PAPAN,Glucagon like peptide 1 receptor OS=Papio anubis OX=9555 GN=GLP1R PE=3 SV=2,9555
tr|A0A0D9REZ4|A0A0D9REZ4_CHLSB,Glucagon like peptide 1 receptor OS=Chlorocebus sabaeus OX=60711 GN=GLP1R PE=3 SV=1,60711
tr|A0A2K6BF82|A0A2K6BF82_MACNE,Glucagon like peptide 1 receptor OS=Macaca nemestrina OX=9545 GN=GLP1R PE=3 SV=1,9545
tr|G7P3E0|G7P3E0_MACFA,Uncharacterized protein OS=Macaca fascicularis OX=9541 GN=EGM_13564 PE=3 SV=1,9541
tr|F7E3K6|F7E3K6_MACMU,Glucagon like peptide 1 receptor OS=Macaca mulatta OX=9544 GN=GLP1R PE=3 SV=2,9544
tr|A0A2I3HAI5|A0A2I3HAI5_NOMLE,Glucagon like peptide 1 receptor OS=Nomascus leucogenys OX=61853 GN=GLP1R PE=3 SV=1,61853
tr|A0A3Q0EBD1|A0A3Q0EBD1_TARSY,glucagon-like peptide 1 receptor OS=Tarsius syrichta OX=1868482 GN=GLP1R PE=4 SV=1,1868482
tr|F7I191|F7I191_CALJA,Glucagon like peptide 1 receptor OS=Callithrix jacchus OX=9483 GN=GLP1R PE=3 SV=2,9483
