sp|Q02643|GHRHR_HUMAN,sp|Q02643|GHRHR_HUMAN,100,423,0,0,1,423,1,423,0,865,Q02643,Growth hormone-releasing hormone receptor OS=Homo sapiens OX=9606 GN=GHRHR PE=1 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A2R9A625|A0A2R9A625_PANPA,99.054,423,4,0,1,423,1,423,0,859,A0A2R9A625,Growth hormone releasing hormone receptor OS=Pan paniscus OX=9597 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|H2QUD8|H2QUD8_PANTR,99.054,423,4,0,1,423,1,423,0,859,H2QUD8,Growth hormone releasing hormone receptor OS=Pan troglodytes OX=9598 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2I2ZHN5|A0A2I2ZHN5_GORGO,98.818,423,5,0,1,423,1,423,0,857,A0A2I2ZHN5,Growth hormone releasing hormone receptor OS=Gorilla gorilla gorilla OX=9595 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6E2H7|A0A2K6E2H7_MACNE,97.4,423,11,0,1,423,10,432,0,849,A0A2K6E2H7,Growth hormone releasing hormone receptor OS=Macaca nemestrina OX=9545 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A5F8AUW9|A0A5F8AUW9_MACMU,97.4,423,11,0,1,423,10,432,0,849,A0A5F8AUW9,Growth hormone releasing hormone receptor OS=Macaca mulatta OX=9544 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2I3SAB2|A0A2I3SAB2_PANTR,99.041,417,4,0,1,417,1,417,0,847,A0A2I3SAB2,Growth hormone releasing hormone receptor OS=Pan troglodytes OX=9598 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6P9U9|A0A2K6P9U9_RHIRO,97.163,423,12,0,1,423,1,423,0,845,A0A2K6P9U9,Uncharacterized protein OS=Rhinopithecus roxellana OX=61622 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5NTD7|A0A2K5NTD7_CERAT,96.487,427,11,1,1,423,10,436,0,844,A0A2K5NTD7,Growth hormone releasing hormone receptor OS=Cercocebus atys OX=9531 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6LB80|A0A2K6LB80_RHIBE,96.69,423,14,0,1,423,1,423,0,843,A0A2K6LB80,Uncharacterized protein OS=Rhinopithecus bieti OX=61621 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5YRC4|A0A2K5YRC4_MANLE,96.454,423,15,0,1,423,1,423,0,840,A0A2K5YRC4,Growth hormone releasing hormone receptor OS=Mandrillus leucophaeus OX=9568 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A096P061|A0A096P061_PAPAN,97.362,417,11,0,1,417,10,426,0,837,A0A096P061,Growth hormone releasing hormone receptor OS=Papio anubis OX=9555 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A1D5Q8S4|A0A1D5Q8S4_MACMU,97.362,417,11,0,1,417,10,426,0,837,A0A1D5Q8S4,Growth hormone releasing hormone receptor OS=Macaca mulatta OX=9544 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A1D5Q302|A0A1D5Q302_MACMU,97.362,417,11,0,1,417,10,426,0,836,A0A1D5Q302,Growth hormone releasing hormone receptor OS=Macaca mulatta OX=9544 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6E2F3|A0A2K6E2F3_MACNE,90.549,455,11,1,1,423,10,464,0,833,A0A2K6E2F3,Growth hormone releasing hormone receptor OS=Macaca nemestrina OX=9545 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5UWJ6|A0A2K5UWJ6_MACFA,96.643,417,14,0,1,417,10,426,0,833,A0A2K5UWJ6,Growth hormone releasing hormone receptor OS=Macaca fascicularis OX=9541 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5CMX5|A0A2K5CMX5_AOTNA,94.563,423,23,0,1,423,1,423,0,820,A0A2K5CMX5,Growth hormone releasing hormone receptor OS=Aotus nancymaae OX=37293 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A7N9DDL5|A0A7N9DDL5_MACFA,89.755,449,14,1,1,417,10,458,0,816,A0A7N9DDL5,Growth hormone releasing hormone receptor OS=Macaca fascicularis OX=9541 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2I3M123|A0A2I3M123_PAPAN,88.453,459,11,1,1,417,10,468,0,815,A0A2I3M123,Growth hormone releasing hormone receptor OS=Papio anubis OX=9555 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5RTK6|A0A2K5RTK6_CEBIM,93.144,423,29,0,1,423,1,423,0,814,A0A2K5RTK6,Growth hormone releasing hormone receptor OS=Cebus imitator OX=2715852 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|G1RYZ3|G1RYZ3_NOMLE,95.305,426,15,4,1,423,1,424,0,811,G1RYZ3,Uncharacterized protein OS=Nomascus leucogenys OX=61853 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A2R9AAT3|A0A2R9AAT3_PANPA,99,400,4,0,24,423,1,400,0,811,A0A2R9AAT3,Growth hormone releasing hormone receptor OS=Pan paniscus OX=9597 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|G3QG25|G3QG25_GORGO,98.75,400,5,0,24,423,1,400,0,810,G3QG25,Growth hormone releasing hormone receptor OS=Gorilla gorilla gorilla OX=9595 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|F6V574|F6V574_CALJA,92.435,423,32,0,1,423,1,423,0,805,F6V574,Growth hormone releasing hormone receptor OS=Callithrix jacchus OX=9483 GN=GHRHR PE=4 SV=2
sp|Q02643|GHRHR_HUMAN,tr|A0A2K5KBK9|A0A2K5KBK9_COLAP,93.381,423,19,1,1,423,1,414,0,803,A0A2K5KBK9,Growth hormone releasing hormone receptor OS=Colobus angolensis palliatus OX=336983 PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A6J3IJR6|A0A6J3IJR6_SAPAP,91.962,423,34,0,1,423,1,423,0,802,A0A6J3IJR6,growth hormone-releasing hormone receptor isoform X2 OS=Sapajus apella OX=9515 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A6J3IJZ8|A0A6J3IJZ8_SAPAP,91.745,424,34,1,1,423,1,424,0,798,A0A6J3IJZ8,growth hormone-releasing hormone receptor isoform X1 OS=Sapajus apella OX=9515 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6TQJ4|A0A2K6TQJ4_SAIBB,90.78,423,39,0,1,423,1,423,0,794,A0A2K6TQJ4,Growth hormone releasing hormone receptor OS=Saimiri boliviensis boliviensis OX=39432 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A2K6FCE3|A0A2K6FCE3_PROCO,88.18,423,50,0,1,423,1,423,0,771,A0A2K6FCE3,Growth hormone releasing hormone receptor OS=Propithecus coquereli OX=379532 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|A0A3Q7V5K6|A0A3Q7V5K6_VULVU,87.47,423,53,0,1,423,1,423,0,771,A0A3Q7V5K6,growth hormone-releasing hormone receptor OS=Vulpes vulpes OX=9627 GN=GHRHR PE=4 SV=1
sp|Q02643|GHRHR_HUMAN,tr|E2R4N0|E2R4N0_CANLF,87.47,423,53,0,1,423,44,466,0,770,E2R4N0,Growth hormone releasing hormone receptor OS=Canis lupus familiaris OX=9615 GN=GHRHR PE=4 SV=3
