sp|P30988|CALCR_HUMAN,Calcitonin receptor OS=Homo sapiens OX=9606 GN=CALCR PE=1 SV=2,9606
tr|A0A2I2Y7U1|A0A2I2Y7U1_GORGO,Calcitonin receptor OS=Gorilla gorilla gorilla OX=9595 PE=3 SV=1,9595
tr|A0A2R8ZSG9|A0A2R8ZSG9_PANPA,Calcitonin receptor OS=Pan paniscus OX=9597 GN=CALCR PE=3 SV=1,9597
tr|A0A2I3S8B3|A0A2I3S8B3_PANTR,Calcitonin receptor OS=Pan troglodytes OX=9598 GN=CALCR PE=3 SV=1,9598
tr|G1RZK7|G1RZK7_NOMLE,Calcitonin receptor OS=Nomascus leucogenys OX=61853 GN=CALCR PE=3 SV=2,61853
tr|H2PMX1|H2PMX1_PONAB,CALCR isoform 3 OS=Pongo abelii OX=9601 GN=CALCR PE=3 SV=1,9601
tr|A0A0D9RJQ2|A0A0D9RJQ2_CHLSB,Calcitonin receptor OS=Chlorocebus sabaeus OX=60711 GN=CALCR PE=3 SV=1,60711
tr|A0A2K5XKT7|A0A2K5XKT7_MANLE,Uncharacterized protein OS=Mandrillus leucophaeus OX=9568 PE=3 SV=1,9568
tr|A0A2K5L3B1|A0A2K5L3B1_CERAT,Calcitonin receptor OS=Cercocebus atys OX=9531 GN=CALCR PE=3 SV=1,9531
tr|A0A096NZZ1|A0A096NZZ1_PAPAN,Calcitonin receptor OS=Papio anubis OX=9555 GN=CALCR PE=3 SV=1,9555
tr|A0A2K6DZQ3|A0A2K6DZQ3_MACNE,Calcitonin receptor OS=Macaca nemestrina OX=9545 GN=CALCR PE=3 SV=1,9545
tr|G7P1D4|G7P1D4_MACFA,Uncharacterized protein OS=Macaca fascicularis OX=9541 GN=EGM_12772 PE=3 SV=1,9541
tr|F7D5C8|F7D5C8_MACMU,Calcitonin receptor OS=Macaca mulatta OX=9544 GN=CALCR PE=3 SV=2,9544
tr|F7C038|F7C038_CALJA,Uncharacterized protein OS=Callithrix jacchus OX=9483 PE=3 SV=2,9483
tr|A0A1U7U965|A0A1U7U965_TARSY,calcitonin receptor OS=Tarsius syrichta OX=1868482 GN=CALCR PE=3 SV=1,1868482
tr|I3MI40|I3MI40_ICTTR,Calcitonin receptor OS=Ictidomys tridecemlineatus OX=43179 GN=CALCR PE=3 SV=2,43179
tr|G1TV01|G1TV01_RABIT,Calcitonin receptor OS=Oryctolagus cuniculus OX=9986 GN=CALCR PE=3 SV=2,9986
tr|H0WG39|H0WG39_OTOGA,Calcitonin receptor OS=Otolemur garnettii OX=30611 GN=CALCR PE=3 SV=1,30611
tr|A0A091D080|A0A091D080_FUKDA,Calcitonin receptor OS=Fukomys damarensis OX=885580 GN=H920_14706 PE=3 SV=1,885580
tr|G5ANK3|G5ANK3_HETGA,Calcitonin receptor isoform 2 OS=Heterocephalus glaber OX=10181 GN=CALCR PE=3 SV=1,10181
tr|H0V8Y8|H0V8Y8_CAVPO,Uncharacterized protein OS=Cavia porcellus OX=10141 GN=Calcr PE=3 SV=2,10141
tr|A0A1S3FZK2|A0A1S3FZK2_DIPOR,calcitonin receptor isoform X1 OS=Dipodomys ordii OX=10020 GN=Calcr PE=3 SV=1,10020
sp|P32214|CALCR_RAT,Calcitonin receptor OS=Rattus norvegicus OX=10116 GN=Calcr PE=2 SV=1,10116
sp|Q60755|CALCR_MOUSE,Calcitonin receptor OS=Mus musculus OX=10090 GN=Calcr PE=2 SV=2,10090
tr|A0A3Q0D7K7|A0A3Q0D7K7_MESAU,calcitonin receptor isoform X1 OS=Mesocricetus auratus OX=10036 GN=Calcr PE=4 SV=1,10036
tr|G3GXI2|G3GXI2_CRIGR,Calcitonin receptor OS=Cricetulus griseus OX=10029 GN=I79_002474 PE=3 SV=1,10029
tr|F6YHG4|F6YHG4_HORSE,Calcitonin receptor OS=Equus caballus OX=9796 GN=CALCR PE=3 SV=1,9796
tr|L5KLU6|L5KLU6_PTEAL,Calcitonin receptor OS=Pteropus alecto OX=9402 GN=PAL_GLEAN10021736 PE=3 SV=1,9402
tr|G1P7Q0|G1P7Q0_MYOLU,Calcitonin receptor OS=Myotis lucifugus OX=59463 GN=CALCR PE=3 SV=1,59463
tr|A0A2Y9JM77|A0A2Y9JM77_ENHLU,calcitonin receptor OS=Enhydra lutris kenyoni OX=391180 GN=LOC111147287 PE=3 SV=1,391180
tr|M3Y9S7|M3Y9S7_MUSPF,Uncharacterized protein OS=Mustela putorius furo OX=9669 PE=3 SV=1,9669
tr|A0A2U3VH65|A0A2U3VH65_ODORO,calcitonin receptor isoform X1 OS=Odobenus rosmarus divergens OX=9708 GN=CALCR PE=3 SV=1,9708
tr|A0A2U3XNE7|A0A2U3XNE7_LEPWE,calcitonin receptor OS=Leptonychotes weddellii OX=9713 GN=CALCR PE=3 SV=1,9713
tr|A0A384BQC4|A0A384BQC4_URSMA,LOW QUALITY PROTEIN: calcitonin receptor OS=Ursus maritimus OX=29073 GN=CALCR PE=3 SV=1,29073
