sp|P49190|PTH2R_HUMAN,sp|P49190|PTH2R_HUMAN,100,550,0,0,1,550,1,550,0,1148,P49190,Parathyroid hormone 2 receptor OS=Homo sapiens OX=9606 GN=PTH2R PE=1 SV=1
sp|P49190|PTH2R_HUMAN,tr|G3RLB1|G3RLB1_GORGO,99.818,550,1,0,1,550,1,550,0,1147,G3RLB1,Parathyroid hormone 2 receptor OS=Gorilla gorilla gorilla OX=9595 GN=PTH2R PE=4 SV=2
sp|P49190|PTH2R_HUMAN,tr|H2QJB7|H2QJB7_PANTR,99.273,550,4,0,1,550,1,550,0,1140,H2QJB7,Parathyroid hormone 2 receptor OS=Pan troglodytes OX=9598 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2I3GJZ9|A0A2I3GJZ9_NOMLE,99.273,550,4,0,1,550,1,550,0,1139,A0A2I3GJZ9,Uncharacterized protein OS=Nomascus leucogenys OX=61853 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|H2P8G3|H2P8G3_PONAB,98.545,550,8,0,1,550,1,550,0,1131,H2P8G3,Uncharacterized protein OS=Pongo abelii OX=9601 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2R8ZBP6|A0A2R8ZBP6_PANPA,99.815,541,1,0,10,550,1,541,0,1127,A0A2R8ZBP6,Parathyroid hormone 2 receptor OS=Pan paniscus OX=9597 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|F7GM38|F7GM38_MACMU,97.818,550,12,0,1,550,1,550,0,1122,F7GM38,Parathyroid hormone 2 receptor OS=Macaca mulatta OX=9544 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K5ZFZ1|A0A2K5ZFZ1_MANLE,97.636,550,13,0,1,550,1,550,0,1120,A0A2K5ZFZ1,Parathyroid hormone 2 receptor OS=Mandrillus leucophaeus OX=9568 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A096MXH3|A0A096MXH3_PAPAN,97.636,550,13,0,1,550,1,550,0,1119,A0A096MXH3,Parathyroid hormone 2 receptor OS=Papio anubis OX=9555 GN=PTH2R PE=4 SV=2
sp|P49190|PTH2R_HUMAN,tr|A0A2K6QKB6|A0A2K6QKB6_RHIRO,97.273,550,15,0,1,550,1,550,0,1118,A0A2K6QKB6,Uncharacterized protein OS=Rhinopithecus roxellana OX=61622 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K6L415|A0A2K6L415_RHIBE,97.273,550,15,0,1,550,1,550,0,1118,A0A2K6L415,Uncharacterized protein OS=Rhinopithecus bieti OX=61621 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A6J3HVT5|A0A6J3HVT5_SAPAP,96.364,550,20,0,1,550,1,550,0,1109,A0A6J3HVT5,parathyroid hormone 2 receptor OS=Sapajus apella OX=9515 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K5SBI4|A0A2K5SBI4_CEBIM,96.364,550,20,0,1,550,1,550,0,1107,A0A2K5SBI4,Parathyroid hormone 2 receptor OS=Cebus imitator OX=2715852 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K6SXM1|A0A2K6SXM1_SAIBB,95.818,550,23,0,1,550,1,550,0,1080,A0A2K6SXM1,Parathyroid hormone 2 receptor OS=Saimiri boliviensis boliviensis OX=39432 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K5DB37|A0A2K5DB37_AOTNA,95.818,550,23,0,1,550,1,550,0,1078,A0A2K5DB37,Parathyroid hormone 2 receptor OS=Aotus nancymaae OX=37293 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|F7I3C1|F7I3C1_CALJA,95.644,551,23,1,1,550,1,551,0,1074,F7I3C1,Parathyroid hormone 2 receptor OS=Callithrix jacchus OX=9483 GN=PTH2R PE=4 SV=3
sp|P49190|PTH2R_HUMAN,tr|A0A0D9RC95|A0A0D9RC95_CHLSB,94.698,547,29,0,4,550,1,547,0,1050,A0A0D9RC95,Parathyroid hormone 2 receptor OS=Chlorocebus sabaeus OX=60711 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|W5QCN9|W5QCN9_SHEEP,90,550,55,0,1,550,12,561,0,1044,W5QCN9,Uncharacterized protein OS=Ovis aries OX=9940 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A452DQB4|A0A452DQB4_CAPHI,89.091,550,60,0,1,550,12,561,0,1036,A0A452DQB4,Parathyroid hormone 2 receptor OS=Capra hircus OX=9925 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A6P5D3Y7|A0A6P5D3Y7_BOSIN,89.091,550,60,0,1,550,12,561,0,1033,A0A6P5D3Y7,parathyroid hormone 2 receptor OS=Bos indicus OX=9915 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A4W2CN77|A0A4W2CN77_BOBOX,89.091,550,60,0,1,550,12,561,0,1033,A0A4W2CN77,Parathyroid hormone 2 receptor OS=Bos indicus x Bos taurus OX=30522 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|E1B7Q8|E1B7Q8_BOVIN,89.091,550,60,0,1,550,12,561,0,1033,E1B7Q8,Parathyroid hormone 2 receptor OS=Bos taurus OX=9913 GN=PTH2R PE=4 SV=2
sp|P49190|PTH2R_HUMAN,tr|L8J1I6|L8J1I6_9CETA,88.727,550,62,0,1,550,1,550,0,1030,L8J1I6,Parathyroid hormone 2 receptor OS=Bos mutus OX=72004 GN=M91_15402 PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A6P3IYL5|A0A6P3IYL5_BISBI,88.909,550,61,0,1,550,1,550,0,1029,A0A6P3IYL5,parathyroid hormone 2 receptor OS=Bison bison bison OX=43346 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A6I9I799|A0A6I9I799_VICPA,90.727,550,50,1,1,550,1,549,0,1024,A0A6I9I799,parathyroid hormone 2 receptor OS=Vicugna pacos OX=30538 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2Y9SS07|A0A2Y9SS07_PHYMC,92.06,529,42,0,22,550,18,546,0,1023,A0A2Y9SS07,parathyroid hormone 2 receptor OS=Physeter macrocephalus OX=9755 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A6J0XIQ1|A0A6J0XIQ1_ODOVR,88.385,551,63,1,1,550,12,562,0,1021,A0A6J0XIQ1,parathyroid hormone 2 receptor isoform X1 OS=Odocoileus virginianus texanus OX=9880 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2Y9DP62|A0A2Y9DP62_TRIMA,90.545,550,52,0,1,550,1,550,0,1020,A0A2Y9DP62,parathyroid hormone 2 receptor OS=Trichechus manatus latirostris OX=127582 GN=LOC101360327 PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A671G0F9|A0A671G0F9_RHIFE,90.2,551,53,1,1,550,1,551,0,1019,A0A671G0F9,Parathyroid hormone 2 receptor OS=Rhinolophus ferrumequinum OX=59479 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2K5MTU1|A0A2K5MTU1_CERAT,90.416,553,27,3,1,550,1,530,0,1019,A0A2K5MTU1,Parathyroid hormone 2 receptor OS=Cercocebus atys OX=9531 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2U4BNA1|A0A2U4BNA1_TURTR,91.682,529,44,0,22,550,18,546,0,1017,A0A2U4BNA1,parathyroid hormone 2 receptor OS=Tursiops truncatus OX=9739 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A341AUF5|A0A341AUF5_NEOAA,91.304,529,46,0,22,550,18,546,0,1013,A0A341AUF5,parathyroid hormone 2 receptor OS=Neophocaena asiaeorientalis asiaeorientalis OX=1706337 GN=PTH2R PE=4 SV=1
sp|P49190|PTH2R_HUMAN,tr|A0A2Y9N1W7|A0A2Y9N1W7_DELLE,91.304,529,46,0,22,550,18,546,0,1013,A0A2Y9N1W7,parathyroid hormone 2 receptor OS=Delphinapterus leucas OX=9749 GN=PTH2R PE=4 SV=1
