sp|P47871|GLR_HUMAN,sp|P47871|GLR_HUMAN,100,477,0,0,1,477,1,477,0,983,P47871,Glucagon receptor OS=Homo sapiens OX=9606 GN=GCGR PE=1 SV=1
sp|P47871|GLR_HUMAN,tr|A0A2R9AXT8|A0A2R9AXT8_PANPA,98.323,477,8,0,1,477,1,477,0,966,A0A2R9AXT8,Glucagon receptor OS=Pan paniscus OX=9597 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|G3R9V0|G3R9V0_GORGO,96.875,480,12,1,1,477,1,480,0,953,G3R9V0,Glucagon receptor OS=Gorilla gorilla gorilla OX=9595 PE=3 SV=2
sp|P47871|GLR_HUMAN,tr|H2RC88|H2RC88_PANTR,96.875,480,12,1,1,477,1,480,0,952,H2RC88,Glucagon receptor OS=Pan troglodytes OX=9598 GN=GCGR PE=3 SV=2
sp|P47871|GLR_HUMAN,tr|G1RH24|G1RH24_NOMLE,95.807,477,20,0,1,477,1,477,0,894,G1RH24,Glucagon receptor OS=Nomascus leucogenys OX=61853 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|A0A2K5ZFH3|A0A2K5ZFH3_MANLE,93.92,477,29,0,1,477,1,477,0,884,A0A2K5ZFH3,Glucagon receptor OS=Mandrillus leucophaeus OX=9568 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|A0A2K5N5W0|A0A2K5N5W0_CERAT,93.92,477,29,0,1,477,1,477,0,883,A0A2K5N5W0,Glucagon receptor OS=Cercocebus atys OX=9531 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|A0A2K6E9G1|A0A2K6E9G1_MACNE,93.711,477,30,0,1,477,1,477,0,882,A0A2K6E9G1,Glucagon receptor OS=Macaca nemestrina OX=9545 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|A0A0D9S4L9|A0A0D9S4L9_CHLSB,93.501,477,31,0,1,477,1,477,0,877,A0A0D9S4L9,Glucagon receptor OS=Chlorocebus sabaeus OX=60711 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|G7PT51|G7PT51_MACFA,88.889,477,53,0,1,477,1,477,0,830,G7PT51,Uncharacterized protein (Fragment) OS=Macaca fascicularis OX=9541 GN=EGM_08276 PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|H9KVX4|H9KVX4_CALJA,89.813,481,44,2,1,477,1,480,0,820,H9KVX4,Glucagon receptor OS=Callithrix jacchus OX=9483 GN=GCGR PE=3 SV=2
sp|P47871|GLR_HUMAN,tr|E1BKB6|E1BKB6_BOVIN,84.583,480,68,2,1,476,1,478,0,793,E1BKB6,Glucagon receptor OS=Bos taurus OX=9913 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|A0A2Y9FKI9|A0A2Y9FKI9_PHYCD,85.655,481,63,2,1,477,1,479,0,791,A0A2Y9FKI9,glucagon receptor OS=Physeter catodon OX=9755 GN=GCGR PE=3 SV=1
sp|P47871|GLR_HUMAN,tr|G5BJ74|G5BJ74_HETGA,84.583,480,71,1,1,477,1,480,0,786,G5BJ74,Glucagon receptor OS=Heterocephalus glaber OX=10181 GN=GW7_04089 PE=3 SV=1
