sp|Q02643|GHRHR_HUMAN,Growth hormone-releasing hormone receptor OS=Homo sapiens OX=9606 GN=GHRHR PE=1 SV=2,9606
tr|A0A2R9A625|A0A2R9A625_PANPA,Growth hormone releasing hormone receptor OS=Pan paniscus OX=9597 GN=GHRHR PE=3 SV=1,9597
tr|A0A2I3SAB2|A0A2I3SAB2_PANTR,Growth hormone releasing hormone receptor OS=Pan troglodytes OX=9598 GN=GHRHR PE=3 SV=1,9598
tr|A0A2I2ZHN5|A0A2I2ZHN5_GORGO,Growth hormone releasing hormone receptor OS=Gorilla gorilla gorilla OX=9595 PE=3 SV=1,9595
tr|A0A0D9RQK2|A0A0D9RQK2_CHLSB,Growth hormone releasing hormone receptor OS=Chlorocebus sabaeus OX=60711 GN=GHRHR PE=3 SV=1,60711
tr|A0A2K5NTD7|A0A2K5NTD7_CERAT,Growth hormone releasing hormone receptor OS=Cercocebus atys OX=9531 GN=GHRHR PE=3 SV=1,9531
tr|A0A2I3M123|A0A2I3M123_PAPAN,Growth hormone releasing hormone receptor OS=Papio anubis OX=9555 GN=GHRHR PE=3 SV=1,9555
tr|A0A2K5YRC4|A0A2K5YRC4_MANLE,Growth hormone releasing hormone receptor OS=Mandrillus leucophaeus OX=9568 GN=GHRHR PE=3 SV=1,9568
tr|A0A2K6E2F3|A0A2K6E2F3_MACNE,Growth hormone releasing hormone receptor OS=Macaca nemestrina OX=9545 GN=GHRHR PE=3 SV=1,9545
tr|G7P0G7|G7P0G7_MACFA,Growth hormone-releasing hormone receptor OS=Macaca fascicularis OX=9541 GN=EGM_12641 PE=3 SV=1,9541
tr|F7HSH0|F7HSH0_MACMU,Growth hormone releasing hormone receptor OS=Macaca mulatta OX=9544 GN=GHRHR PE=3 SV=2,9544
tr|G1RYZ3|G1RYZ3_NOMLE,Growth hormone releasing hormone receptor OS=Nomascus leucogenys OX=61853 GN=GHRHR PE=3 SV=2,61853
tr|F6V574|F6V574_CALJA,Growth hormone releasing hormone receptor OS=Callithrix jacchus OX=9483 GN=GHRHR PE=3 SV=2,9483
tr|A0A1U7SP32|A0A1U7SP32_TARSY,growth hormone-releasing hormone receptor OS=Tarsius syrichta OX=1868482 GN=GHRHR PE=3 SV=1,1868482
tr|G3THN8|G3THN8_LOXAF,Growth hormone releasing hormone receptor OS=Loxodonta africana OX=9785 GN=GHRHR PE=4 SV=1,9785
tr|A0A2Y9E1X6|A0A2Y9E1X6_TRIMA,growth hormone-releasing hormone receptor OS=Trichechus manatus latirostris OX=127582 GN=LOC101347870 PE=3 SV=1,127582
